"Marca temporal","¿Usas herramientas de inteligencia artificial (como ChatGPT, Gemini, DeepSeek, etc.)?","Sexo","Municipio ","1 Creo que es importante aprender sobre inteligencia artificial (IA)","
2 Las clases de inteligencia artificial (IA) son importantes","3 Creo que en la escuela se debería impartir clases de inteligencia artificial (IA)","4 Creo que todos los estudiantes deberían aprender sobre inteligencia artificial (IA) en la escuela","5 La inteligencia artificial (IA) es muy importante para el desarrollo de la sociedad","6 La inteligencia artificial (IA) está relacionada con mi vida","7 Utilizaré la inteligencia artificial (IA) para resolver problemas de la vida cotidiana","8 La inteligencia artificial (IA) me ayuda a resolver problemas en la vida real","9 En el futuro necesitare inteligencia artificial (IA) en mi vida","10 La inteligencia artificial (IA) es necesaria para todos","11 Quiero trabajar en el campo de la inteligencia artificial (IA)","12 Elegiré un trabajo en el campo de la inteligencia artificial (IA)","13 Participaría en un club relacionado con la inteligencia artificial (IA) si lo hubiera","14 Me gusta utilizar objetos relacionados con la inteligencia artificial (IA)","15 Es divertido aprender sobre la inteligencia artificial (IA)","
16 Quiero seguir aprendiendo sobre la inteligencia artificial (IA)","17 Me interesa los programas de televisión o los videos en línea relacionados con la inteligencia artificial (IA)","18 Quiero hacer algo que haga la vida más humana más cómoda a través de la inteligencia artificial (IA)","
19 Me interesa el desarrollo de la inteligencia artificial (IA)","
20 Es interesante utilizar la inteligencia artificial (IA)","21 Creo que debería haber más horas de clase dedicadas a la inteligencia artificial (IA) en la escuela","22 Creo que puedo manejar bien la inteligencia artificial (IA)"
"2025/05/28 12:44:24 p.m. GMT-6","Sí, ir al cuestionario","Mujer","Durango","1","1","1","2","2","3","3","3","1","1","3","3","3","2","4","3","3","2","2","2","2","1"
"2025/05/28 12:45:12 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/28 12:46:08 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","5","5","5","5","5","1","1","2","2","5","1","1","2","2","2","3","2","5","3","3","2","1"
"2025/05/28 12:50:09 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/28 12:53:14 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","5","4","3","3","3","1","1","1","2","2","2","2","2","4","5","5","4","3","4","4","3","2"
"2025/05/28 12:53:30 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","3","3","2","5","3","2","2","1","3","3","3","3","1","3","3","4","3","4","3","3","3","3"
"2025/05/28 12:55:04 p.m. GMT-6","Sí, ir al cuestionario","Mujer","Durango","4","5","5","5","3","4","3","3","3","4","3","4","4","4","4","4","4","4","3","4","4","4"
"2025/05/28 12:59:00 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","4","4","4","4","4","5","5","5","4","2","2","5","4","4","4","4","4","4","4","5","4","4"
"2025/05/28 1:02:47 p.m. GMT-6","Sí, ir al cuestionario","Hombre","Durango","1","1","1","1","1","1","2","1","2","2","3","1","1","1","1","1","1","1","1","1","2","2"
"2025/05/28 1:06:13 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/28 1:06:13 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","1","1","1","1","1","1","3","4","2","4","1","4","1","1","1","1","1","1","1","1","1","1"
"2025/05/28 1:09:20 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
"2025/05/28 1:15:41 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","5","5","3","5","5","5","3","5","5","5","3","3","5","5","5","5","5","3","5","5","3","4"
"2025/05/28 1:16:34 p.m. GMT-6","Sí, ir al cuestionario","Mujer","Durango","4","4","5","5","3","2","4","2","5","3","2","3","4","5","4","5","3","4","4","5","5","4"
"2025/05/28 1:18:46 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/28 1:19:59 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","5","3","5","3","1","1","3","3","3","1","5","3","1","4","5","5","1","5","4","3","1","5"
"2025/05/28 1:20:04 p.m. GMT-6","Sí, ir al cuestionario","Hombre","Durango","5","4","3","5","4","3","4","2","5","3","1","3","4","3","3","3","3","4","3","4","2","1"
"2025/05/28 1:34:44 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/28 1:41:28 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","5","4","2","4","4","1","2","2","2","2","1","2","3","4","3","4","4","4","3","2","2","2"
"2025/05/28 1:42:13 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","4","3","3","4","3","3","4","3","3","4","3","3","3","4","4","4","3","4","4","4","3","4"
"2025/05/28 1:43:10 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","1","3","3","3","3","4","3","5","5","5","3","3","3","4","3","4","4","3","4","4","4","4"
"2025/05/28 1:44:09 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","5","5","5","5","4","3","2","3","5","3","3","3","5","4","4","5","5","4","5","4","3","5"
"2025/05/28 1:46:05 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","5","5","4","4","3","3","3","2","3","3","2","3","3","3","4","4","3","3","3","4","3","4"
"2025/05/28 1:46:33 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/28 1:47:27 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","3","4","2","3","1","1","1","1","4","3","2","3","1","3","2","4","2","3","3","3","2","1"
"2025/05/28 1:50:45 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","5","4","5","4","5","2","3","2","5","5","4","5","5","5","4","4","2","5","5","5","4","4"
"2025/05/28 1:52:01 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","1","2","1","1","3","5","5","3","2","5","4","2","5","2","2","3","5","1","5","4","1","1"
"2025/05/28 1:54:01 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","4","3","3","3","2","4","3","3","2","3","1","1","1","3","3","3","3","5","1","3","3","1"
"2025/05/28 1:54:31 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","4","4","4","4","4","4","4","4","4","4","4","2","2","2","2","3","3","3","3","3","3","3"
"2025/05/28 1:54:48 p.m. GMT-6","","Mujer","Durango","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
"2025/05/28 1:56:13 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","2","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"2025/05/28 1:56:21 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/28 1:57:44 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","5","4","5","5","5","4","3","3","3","5","4","3","4","5","5","5","5","4","5","5","4","4"
"2025/05/28 1:58:19 p.m. GMT-6","Sí, ir al cuestionario","Hombre","Durango","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5"
"2025/05/28 2:00:56 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","4","3","4","3","3","1","2","3","3","2","3","1","2","2","2","2","2","2","2","3","3","1"
"2025/05/28 2:00:57 p.m. GMT-6","Sí, ir al cuestionario","Hombre","Durango","5","4","5","5","2","2","3","3","5","2","5","2","5","5","5","2","4","5","5","5","5","5"
"2025/05/28 2:01:02 p.m. GMT-6","","Mujer","Durango","5","4","4","4","3","3","3","3","4","4","3","3","3","4","4","4","3","4","4","4","5","3"
"2025/05/28 2:05:15 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/28 2:06:36 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Gómez Palacio","4","4","5","5","5","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
"2025/05/28 2:09:20 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/28 2:10:35 p.m. GMT-6","Sí, ir al cuestionario","Mujer","Durango","1","1","1","1","1","1","1","1","2","4","1","2","1","3","2","3","2","2","3","1","1","1"
"2025/05/28 2:11:25 p.m. GMT-6","Sí, ir al cuestionario","Hombre","Gómez Palacio","4","4","3","3","3","3","1","1","3","3","3","3","4","4","4","4","3","3","3","3","3","2"
"2025/05/28 2:15:20 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/28 2:16:20 p.m. GMT-6","Sí, ir al cuestionario","Hombre","Durango","4","5","5","5","3","2","1","2","3","3","3","2","3","3","4","3","2","3","3","3","4","3"
"2025/05/28 2:18:51 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","5","5","5","5","5","3","4","4","5","5","3","3","5","3","4","5","3","5","3","4","5","5"
"2025/05/28 2:18:55 p.m. GMT-6","Sí, ir al cuestionario","Mujer","Durango","3","2","4","5","3","3","3","2","2","5","4","4","3","3","4","4","3","3","4","4","3","3"
"2025/05/28 2:22:05 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","4","3","3","3","3","2","1","1","3","1","1","1","2","1","3","3","2","1","1","2","1","2"
"2025/05/28 2:30:05 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/28 2:31:00 p.m. GMT-6","Sí, ir al cuestionario","Mujer","Durango","1","1","1","1","1","1","1","2","1","3","1","1","2","1","3","3","1","4","5","5","5","4"
"2025/05/28 2:33:06 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","3","3","2","2","2","2","1","1","2","2","1","1","2","3","3","3","2","1","1","2","1","2"
"2025/05/28 2:36:14 p.m. GMT-6","Sí, ir al cuestionario","Hombre","Durango","1","1","5","1","2","5","1","1","1","3","5","5","3","3","5","4","4","4","3","4","3","5"
"2025/05/28 2:40:34 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","3","5","3","4","3","2","5","5","3","3","3","3","4","3","1","1","1","3","1","3","3","4"
"2025/05/28 2:51:51 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/28 2:52:48 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","5","3","4","3","3","2","2","2","2","2","2","2","1","3","2","2","2","3","3","3","1","1"
"2025/05/28 2:54:47 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","4","3","5","3","4","3","2","3","5","3","3","3","4","5","4","5","5","5","5","5","5","3"
"2025/05/28 3:01:58 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/28 3:03:26 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","5","5","5","5","5","1","1","1","3","3","4","3","3","5","4","4","4","3","3","3","4","3"
"2025/05/28 3:10:44 p.m. GMT-6","Sí, ir al cuestionario","Mujer","Durango","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5"
"2025/05/28 3:15:32 p.m. GMT-6","Sí, ir al cuestionario","Hombre","Durango","5","5","4","5","2","1","3","3","1","3","3","3","4","5","4","4","4","1","3","3","1","2"
"2025/05/28 3:20:07 p.m. GMT-6","Sí, ir al cuestionario","Hombre","Durango","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5"
"2025/05/28 3:22:05 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Gómez Palacio","3","3","3","4","2","2","3","2","3","3","2","3","3","3","3","3","4","4","3","3","3","3"
"2025/05/28 3:24:05 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/28 3:24:16 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","3","5","4","5","3","4","4","3","4","4","3","3","2","3","3","4","5","4","4","4","3","4"
"2025/05/28 3:30:03 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","4","5","2","3","3","4","5","3","4","4","3","3","3","4","5","1","3","1","2","4","1","3"
"2025/05/28 3:32:45 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/28 3:34:56 p.m. GMT-6","","Hombre","Durango","1","1","5","5","2","1","1","1","1","1","1","1","1","1","2","3","4","1","2","2","1","1"
"2025/05/28 3:38:50 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","4","4","4","4","3","2","4","3","4","3","2","4","3","3","3","4","4","4","3","4","3","2"
"2025/05/28 3:39:05 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","4","4","5","5","4","3","3","3","5","4","3","4","5","5","5","4","5","4","3","4","5","4"
"2025/05/28 3:41:00 p.m. GMT-6","Sí, ir al cuestionario","Hombre","Durango","2","2","2","2","3","2","2","2","3","2","3","2","2","3","2","2","2","3","4","2","2","5"
"2025/05/28 3:48:01 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","3","3","3","3","3","3","3","3","3","3","5","1","2","3","3","3","3","3","3","3","3","3"
"2025/05/28 3:51:07 p.m. GMT-6","Sí, ir al cuestionario","Mujer","Durango","5","4","4","4","4","4","4","3","5","5","2","1","3","4","3","3","2","4","4","5","3","5"
"2025/05/28 3:52:21 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/28 3:53:47 p.m. GMT-6","Sí, ir al cuestionario","Hombre","Durango","4","3","4","3","2","2","2","2","2","4","2","2","2","4","4","4","2","2","2","4","2","4"
"2025/05/28 3:58:25 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","2","1"
"2025/05/28 4:00:11 p.m. GMT-6","Sí, ir al cuestionario","Hombre","Durango","5","5","5","5","5","4","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5"
"2025/05/28 4:00:34 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/28 4:02:25 p.m. GMT-6","Sí, ir al cuestionario","Mujer","Durango","5","4","4","5","3","2","1","1","4","2","5","4","3","4","5","5","5","4","5","4","4","5"
"2025/05/28 4:07:10 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","5","1","1","1","5","1","1","1","1","3","1","1","5","5","5","5","1","1","1","1","1","1"
"2025/05/28 4:16:59 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","3","4","3","2","3","1","4","1","1","2","1","4","3","1","3","4","2","5","4","3","4","2"
"2025/05/28 4:18:03 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","1","1","1","1","1","1","1","1","1","1","1","2","4","1","1","1","1","1","1","1","1","1"
"2025/05/28 4:26:56 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","3","3","4","3","2","1","5","4","3","3","3","2","5","3","4","4","4","2","3","4","2","4"
"2025/05/28 4:29:08 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/28 4:29:29 p.m. GMT-6","","Mujer","Santa Clara","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"2025/05/28 4:30:50 p.m. GMT-6","","Hombre","Durango","4","4","4","4","4","4","4","2","4","4","5","4","3","4","5","5","5","5","4","4","5","3"
"2025/05/28 4:37:02 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","5","5","5","5","5","4","3","3","5","5","4","4","4","4","5","5","5","3","4","4","2","4"
"2025/05/28 4:39:42 p.m. GMT-6","Sí, ir al cuestionario","Mujer","Durango","5","5","5","5","5","1","1","1","2","5","2","2","5","5","5","5","5","5","5","2","5","2"
"2025/05/28 4:40:48 p.m. GMT-6","Sí, ir al cuestionario","Mujer","Durango","5","3","3","3","3","2","1","2","2","3","2","2","3","3","3","3","3","3","3","3","2","3"
"2025/05/28 4:41:08 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/28 4:41:15 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Gómez Palacio","5","5","5","5","5","4","4","3","5","5","5","5","5","5","5","5","4","5","5","5","5","5"
"2025/05/28 4:42:15 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","4","3","3","3","3","2","3","2","3","3","3","3","3","3","4","4","4","3","3","3","2","3"
"2025/05/28 4:42:57 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/28 4:49:03 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"2025/05/28 4:50:16 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Santa Clara","4","4","3","3","3","1","1","1","3","3","4","3","4","4","4","4","3","3","3","3","3","3"
"2025/05/28 4:52:31 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Gómez Palacio","4","3","4","4","3","4","3","4","4","3","3","2","3","4","4","4","3","3","3","4","4","4"
"2025/05/28 4:52:42 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","3","3","2","3","2","2","2","2","2","2","2","2","2","2","3","2","3","2","2","2","2","2"
"2025/05/28 4:53:54 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/28 4:54:37 p.m. GMT-6","Sí, ir al cuestionario","Mujer","Gómez Palacio","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"2025/05/28 4:55:02 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/28 4:59:22 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Gómez Palacio","4","4","4","5","4","4","4","4","5","4","4","5","5","5","4","4","4","4","4","4","4","3"
"2025/05/28 4:59:40 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/28 5:00:27 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Gómez Palacio","4","4","4","4","4","4","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4"
"2025/05/28 5:01:03 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/28 5:01:12 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Gómez Palacio","5","5","5","5","3","4","3","2","4","4","3","2","2","3","3","3","3","3","2","2","2","5"
"2025/05/28 5:03:32 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Gómez Palacio","4","4","3","3","3","1","1","3","2","2","2","1","1","1","2","2","1","1","2","2","1","4"
"2025/05/28 5:03:36 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","4","5","5","5","3","3","1","1","2","4","1","3","3","3","4","4","3","3","3","3","3","3"
"2025/05/28 5:03:41 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/28 5:03:42 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","3","3","5","4","2","1","2","4","2","3","3","4","3","5","5","4","5","3","2","5","3","4"
"2025/05/28 5:05:15 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/28 5:06:24 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Gómez Palacio","3","1","3","3","3","3","1","1","1","1","1","1","1","3","1","1","3","3","3","3","3","1"
"2025/05/28 5:07:22 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","4","3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"2025/05/28 5:07:37 p.m. GMT-6","Sí, ir al cuestionario","Hombre","Gómez Palacio","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
"2025/05/28 5:09:41 p.m. GMT-6","Sí, ir al cuestionario","Mujer","Durango","4","4","4","4","3","3","4","3","3","3","2","2","4","3","5","4","3","3","4","3","2","3"
"2025/05/28 5:09:54 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Gómez Palacio","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
"2025/05/28 5:11:44 p.m. GMT-6","","Mujer","Durango","1","1","1","2","3","5","3","1","5","1","1","3","2","1","3","2","5","5","3","3","1","2"
"2025/05/28 5:14:30 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","5","2","1","2","1","1","1","1","3","2","1","1","1","1","1","1","1","1","1","1","1","1"
"2025/05/28 5:15:50 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/28 5:17:02 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/28 5:17:28 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Gómez Palacio","1","1","1","1","1","3","2","5","3","3","5","5","3","3","2","2","2","5","3","3","2","4"
"2025/05/28 5:19:31 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","4","4","4","4","4","4","4","4","4","4","3","3","3","4","4","4","4","4","4","4","4","3"
"2025/05/28 5:20:08 p.m. GMT-6","Sí, ir al cuestionario","Hombre","Gómez Palacio","5","5","5","5","5","4","3","4","4","5","5","5","5","5","5","5","5","5","5","5","4","5"
"2025/05/28 5:20:51 p.m. GMT-6","Sí, ir al cuestionario","Mujer","Gómez Palacio","5","5","5","5","5","5","5","5","5","3","5","5","5","5","5","5","5","5","5","5","5","5"
"2025/05/28 5:22:24 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","5","4","4","4","3","3","3","3","5","3","3","3","3","3","4","4","3","3","4","4","3","3"
"2025/05/28 5:23:36 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/28 5:24:00 p.m. GMT-6","Sí, ir al cuestionario","Mujer","Gómez Palacio","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5"
"2025/05/28 5:24:43 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Gómez Palacio","4","4","4","4","4","4","4","4","5","4","3","4","4","3","4","5","3","3","5","4","3","3"
